x,y,z
-1.5341335454545455,-0.6640919090909088,2.2285465454545457
-1.5341335454545455,-0.6640919090909088,2.2582520303030305
-1.5341335454545455,-0.6266671515151512,2.2285465454545457
-1.5341335454545455,-0.6266671515151512,2.2582520303030305
-1.5341335454545455,-0.5892423939393936,2.2285465454545457
-1.5341335454545455,-0.5892423939393936,2.2582520303030305
-1.5341335454545455,-0.5518176363636362,2.2285465454545457
-1.5341335454545455,-0.5518176363636362,2.2582520303030305
-1.5341335454545455,-0.5143928787878786,2.2285465454545457
-1.5341335454545455,-0.5143928787878786,2.2582520303030305
-1.5341335454545455,-0.47696812121212107,2.2285465454545457
-1.5341335454545455,-0.47696812121212107,2.2582520303030305
-1.5341335454545455,-0.4395433636363635,2.2285465454545457
-1.5341335454545455,-0.4395433636363635,2.2582520303030305
-1.5341335454545455,-0.4021186060606059,2.2285465454545457
-1.5341335454545455,-0.4021186060606059,2.2582520303030305
-1.5341335454545455,-0.3646938484848483,2.2285465454545457
-1.5341335454545455,-0.3646938484848483,2.2582520303030305
-1.5341335454545455,-0.32726909090909073,2.2285465454545457
-1.5341335454545455,-0.32726909090909073,2.2582520303030305
-1.5341335454545455,-0.2898443333333329,2.2285465454545457
-1.5341335454545455,-0.2898443333333329,2.2582520303030305
-1.5341335454545455,-0.25241957575757556,2.2285465454545457
-1.5341335454545455,-0.25241957575757556,2.2582520303030305
-1.5341335454545455,-0.21499481818181776,2.2582520303030305
-1.5341335454545455,-0.1775700606060604,2.2285465454545457
-1.5341335454545455,-0.1775700606060604,2.2582520303030305
-1.5341335454545455,-0.1401453030303026,2.2582520303030305
-1.5341335454545455,-0.10272054545454523,2.2285465454545457
-1.5341335454545455,-0.10272054545454523,2.2582520303030305
-1.5341335454545455,-0.06529578787878743,2.2285465454545457
-1.5341335454545455,0.08440324242424246,2.2582520303030305
-1.5341335454545455,0.4586508181818183,2.2285465454545457
-1.5341335454545455,0.4586508181818183,2.2582520303030305
-1.5341335454545455,0.4960755757575761,2.2582520303030305
-1.5341335454545455,0.5335003333333335,2.2285465454545457
-1.5341335454545455,0.5335003333333335,2.2582520303030305
-1.5341335454545455,0.5709250909090913,2.2285465454545457
-1.5341335454545455,0.5709250909090913,2.2582520303030305
-1.5341335454545455,0.6083498484848486,2.2582520303030305
-1.5341335454545455,0.6457746060606064,2.2285465454545457
-1.5341335454545455,0.6457746060606064,2.2582520303030305
-1.5341335454545455,0.6831993636363638,2.2582520303030305
-1.5341335454545455,0.7206241212121216,2.2285465454545457
-1.5341335454545455,0.7206241212121216,2.2582520303030305
-1.5341335454545455,0.758048878787879,2.2285465454545457
-1.5341335454545455,0.758048878787879,2.2582520303030305
-1.5341335454545455,0.7954736363636368,2.2285465454545457
-1.5341335454545455,0.7954736363636368,2.2582520303030305
-1.5341335454545455,0.8328983939393941,2.2582520303030305
-1.5341335454545455,0.8703231515151519,2.2285465454545457
-1.5341335454545455,0.8703231515151519,2.2582520303030305
-1.5341335454545455,0.9077479090909093,2.2582520303030305
-1.5341335454545455,0.9451726666666671,2.2285465454545457
-1.5341335454545455,0.9451726666666671,2.2582520303030305
-1.5341335454545455,0.9825974242424245,2.2285465454545457
-1.5341335454545455,0.9825974242424245,2.2582520303030305
-1.5341335454545455,1.0200221818181823,2.2582520303030305
-1.5341335454545455,1.0574469393939396,2.2582520303030305
-1.5341335454545455,1.0948716969696974,2.2285465454545457
-1.5341335454545455,1.0948716969696974,2.2582520303030305
-1.5341335454545455,1.1322964545454548,2.2582520303030305
-1.5341335454545455,1.1697212121212126,2.2285465454545457
-1.5341335454545455,1.1697212121212126,2.2582520303030305
-1.5341335454545455,1.20714596969697,2.2582520303030305
-1.4228740606060606,-0.7389414242424239,1.9909026666666665
-1.4228740606060606,-0.7389414242424239,2.0206081515151517
-1.4228740606060606,-0.7389414242424239,2.0503136363636365
-1.4228740606060606,-0.7389414242424239,2.0800191212121213
-1.4228740606060606,-0.7389414242424239,2.109724606060606
-1.4228740606060606,-0.7389414242424239,2.139430090909091
-1.4228740606060606,-0.7389414242424239,2.1691355757575757
-1.4228740606060606,-0.7389414242424239,2.1988410606060604
-1.4228740606060606,-0.7389414242424239,2.2285465454545457
-1.4228740606060606,-0.7015166666666663,1.7829642727272725
-1.4228740606060606,-0.7015166666666663,1.8126697575757578
-1.4228740606060606,-0.7015166666666663,1.8423752424242426
-1.4228740606060606,-0.7015166666666663,1.8720807272727273
-1.4228740606060606,-0.7015166666666663,1.9611971818181817
-1.4228740606060606,-0.7015166666666663,1.9909026666666665
-1.4228740606060606,-0.7015166666666663,2.0206081515151517
-1.4228740606060606,-0.7015166666666663,2.0503136363636365
-1.4228740606060606,-0.7015166666666663,2.0800191212121213
-1.4228740606060606,-0.7015166666666663,2.139430090909091
-1.4228740606060606,-0.7015166666666663,2.1691355757575757
-1.4228740606060606,-0.7015166666666663,2.1988410606060604
-1.4228740606060606,-0.7015166666666663,2.2285465454545457
-1.4228740606060606,-0.6640919090909088,1.8126697575757578
-1.4228740606060606,-0.6640919090909088,2.2285465454545457
-1.4228740606060606,-0.6640919090909088,2.2582520303030305
-1.4228740606060606,-0.6266671515151512,2.2285465454545457
-1.4228740606060606,-0.6266671515151512,2.2582520303030305
-1.4228740606060606,-0.5892423939393936,2.2285465454545457
-1.4228740606060606,-0.5892423939393936,2.2582520303030305
-1.4228740606060606,-0.5518176363636362,2.2285465454545457
-1.4228740606060606,-0.5518176363636362,2.2582520303030305
-1.4228740606060606,-0.5143928787878786,2.2582520303030305
-1.4228740606060606,-0.47696812121212107,2.2285465454545457
-1.4228740606060606,-0.47696812121212107,2.2582520303030305
-1.4228740606060606,-0.4395433636363635,2.2285465454545457
-1.4228740606060606,-0.4395433636363635,2.2582520303030305
-1.4228740606060606,-0.4021186060606059,2.2582520303030305
-1.4228740606060606,-0.3646938484848483,2.2285465454545457
-1.4228740606060606,-0.3646938484848483,2.2582520303030305
-1.4228740606060606,-0.32726909090909073,2.2582520303030305
-1.4228740606060606,-0.2898443333333329,2.2285465454545457
-1.4228740606060606,-0.2898443333333329,2.2582520303030305
-1.4228740606060606,-0.25241957575757556,2.2285465454545457
-1.4228740606060606,-0.25241957575757556,2.2582520303030305
-1.4228740606060606,-0.21499481818181776,2.2285465454545457
-1.4228740606060606,-0.21499481818181776,2.2582520303030305
-1.4228740606060606,-0.1775700606060604,2.2582520303030305
-1.4228740606060606,-0.1401453030303026,2.2582520303030305
-1.4228740606060606,-0.10272054545454523,2.2285465454545457
-1.4228740606060606,-0.10272054545454523,2.2582520303030305
-1.4228740606060606,-0.06529578787878743,2.2285465454545457
-1.4228740606060606,0.38380130303030313,2.2582520303030305
-1.4228740606060606,0.42122606060606094,2.2285465454545457
-1.4228740606060606,0.42122606060606094,2.2582520303030305
-1.4228740606060606,0.4586508181818183,2.2285465454545457
-1.4228740606060606,0.4586508181818183,2.2582520303030305
-1.4228740606060606,0.4960755757575761,2.2582520303030305
-1.4228740606060606,0.5335003333333335,2.2582520303030305
-1.4228740606060606,0.5709250909090913,2.2582520303030305
-1.4228740606060606,0.6083498484848486,2.2582520303030305
-1.4228740606060606,0.6457746060606064,2.2582520303030305
-1.4228740606060606,0.6831993636363638,2.2582520303030305
-1.4228740606060606,0.7206241212121216,2.2582520303030305
-1.4228740606060606,0.758048878787879,2.2582520303030305
-1.4228740606060606,0.7954736363636368,2.2582520303030305
-1.4228740606060606,0.8328983939393941,2.2582520303030305
-1.4228740606060606,0.8703231515151519,2.2582520303030305
-1.4228740606060606,0.9077479090909093,2.2582520303030305
-1.4228740606060606,0.9451726666666671,2.2285465454545457
-1.4228740606060606,0.9451726666666671,2.2582520303030305
-1.4228740606060606,0.9825974242424245,2.2582520303030305
-1.4228740606060606,1.0200221818181823,2.2582520303030305
-1.4228740606060606,1.0574469393939396,2.2285465454545457
-1.4228740606060606,1.0574469393939396,2.2582520303030305
-1.4228740606060606,1.0948716969696974,2.2285465454545457
-1.4228740606060606,1.0948716969696974,2.2582520303030305
-1.4228740606060606,1.1322964545454548,2.2285465454545457
-1.4228740606060606,1.1322964545454548,2.2582520303030305
-1.3116145757575757,-0.7015166666666663,2.1988410606060604
-1.3116145757575757,-0.6640919090909088,1.6938478181818182
-1.3116145757575757,-0.6640919090909088,2.1988410606060604
-1.3116145757575757,-0.6640919090909088,2.2285465454545457
-1.3116145757575757,-0.6640919090909088,2.2582520303030305
-1.3116145757575757,-0.6266671515151512,2.2285465454545457
-1.3116145757575757,-0.6266671515151512,2.2582520303030305
-1.3116145757575757,-0.5892423939393936,2.2285465454545457
-1.3116145757575757,-0.5892423939393936,2.2582520303030305
-1.3116145757575757,-0.5518176363636362,2.2582520303030305
-1.3116145757575757,-0.5143928787878786,2.2285465454545457
-1.3116145757575757,-0.5143928787878786,2.2582520303030305
-1.3116145757575757,-0.47696812121212107,2.2285465454545457
-1.3116145757575757,-0.47696812121212107,2.2582520303030305
-1.3116145757575757,-0.4395433636363635,2.2285465454545457
-1.3116145757575757,-0.4395433636363635,2.2582520303030305
-1.3116145757575757,-0.4021186060606059,2.2285465454545457
-1.3116145757575757,-0.4021186060606059,2.2582520303030305
-1.3116145757575757,-0.3646938484848483,2.2285465454545457
-1.3116145757575757,-0.3646938484848483,2.2582520303030305
-1.3116145757575757,-0.32726909090909073,2.2285465454545457
-1.3116145757575757,-0.32726909090909073,2.2582520303030305
-1.3116145757575757,-0.2898443333333329,2.2285465454545457
-1.3116145757575757,-0.2898443333333329,2.2582520303030305
-1.3116145757575757,-0.25241957575757556,2.2582520303030305
-1.3116145757575757,-0.21499481818181776,2.2285465454545457
-1.3116145757575757,-0.21499481818181776,2.2582520303030305
-1.3116145757575757,-0.1775700606060604,2.2582520303030305
-1.3116145757575757,-0.1401453030303026,2.2285465454545457
-1.3116145757575757,-0.1401453030303026,2.2582520303030305
-1.3116145757575757,-0.10272054545454523,2.2285465454545457
-1.3116145757575757,-0.10272054545454523,2.2582520303030305
-1.3116145757575757,-0.06529578787878743,2.1988410606060604
-1.3116145757575757,-0.06529578787878743,2.2285465454545457
-1.3116145757575757,-0.06529578787878743,2.2582520303030305
-1.3116145757575757,0.0469784848484851,2.2582520303030305
-1.3116145757575757,0.38380130303030313,2.2285465454545457
-1.3116145757575757,0.38380130303030313,2.2582520303030305
-1.3116145757575757,0.42122606060606094,2.2582520303030305
-1.3116145757575757,0.4586508181818183,2.2582520303030305
-1.3116145757575757,0.4960755757575761,2.2582520303030305
-1.3116145757575757,0.5335003333333335,2.2582520303030305
-1.3116145757575757,0.5709250909090913,2.2285465454545457
-1.3116145757575757,0.5709250909090913,2.2582520303030305
-1.3116145757575757,0.6083498484848486,2.2582520303030305
-1.3116145757575757,0.6457746060606064,2.2582520303030305
-1.3116145757575757,0.6831993636363638,2.2582520303030305
-1.3116145757575757,0.7206241212121216,2.2582520303030305
-1.3116145757575757,0.758048878787879,2.2582520303030305
-1.3116145757575757,0.7954736363636368,2.2582520303030305
-1.3116145757575757,0.8328983939393941,2.2582520303030305
-1.3116145757575757,0.8703231515151519,2.2582520303030305
-1.3116145757575757,0.9077479090909093,2.2285465454545457
-1.3116145757575757,0.9077479090909093,2.2582520303030305
-1.3116145757575757,0.9451726666666671,2.2285465454545457
-1.3116145757575757,0.9451726666666671,2.2582520303030305
-1.3116145757575757,0.9825974242424245,2.1988410606060604
-1.3116145757575757,0.9825974242424245,2.2285465454545457
-1.3116145757575757,0.9825974242424245,2.2582520303030305
-1.3116145757575757,1.0200221818181823,2.2285465454545457
-1.3116145757575757,1.0200221818181823,2.2582520303030305
-1.3116145757575757,1.0574469393939396,2.2285465454545457
-1.200355090909091,-0.6266671515151512,1.5750258787878786
-1.200355090909091,-0.6266671515151512,2.1988410606060604
-1.200355090909091,-0.6266671515151512,2.2285465454545457
-1.200355090909091,-0.6266671515151512,2.2582520303030305
-1.200355090909091,-0.5892423939393936,2.1988410606060604
-1.200355090909091,-0.5892423939393936,2.2285465454545457
-1.200355090909091,-0.5892423939393936,2.2582520303030305
-1.200355090909091,-0.5518176363636362,2.2582520303030305
-1.200355090909091,-0.5143928787878786,2.2285465454545457
-1.200355090909091,-0.5143928787878786,2.2582520303030305
-1.200355090909091,-0.47696812121212107,2.2285465454545457
-1.200355090909091,-0.47696812121212107,2.2582520303030305
-1.200355090909091,-0.4395433636363635,2.2285465454545457
-1.200355090909091,-0.4395433636363635,2.2582520303030305
-1.200355090909091,-0.4021186060606059,2.2285465454545457
-1.200355090909091,-0.4021186060606059,2.2582520303030305
-1.200355090909091,-0.3646938484848483,2.2285465454545457
-1.200355090909091,-0.3646938484848483,2.2582520303030305
-1.200355090909091,-0.32726909090909073,2.2285465454545457
-1.200355090909091,-0.32726909090909073,2.2582520303030305
-1.200355090909091,-0.2898443333333329,2.2582520303030305
-1.200355090909091,-0.25241957575757556,2.2285465454545457
-1.200355090909091,-0.25241957575757556,2.2582520303030305
-1.200355090909091,-0.21499481818181776,2.2582520303030305
-1.200355090909091,-0.1775700606060604,2.2582520303030305
-1.200355090909091,-0.1401453030303026,2.2582520303030305
-1.200355090909091,-0.10272054545454523,2.2582520303030305
-1.200355090909091,-0.06529578787878743,2.2285465454545457
-1.200355090909091,-0.06529578787878743,2.2582520303030305
-1.200355090909091,-0.027871030303030064,2.2285465454545457
-1.200355090909091,-0.027871030303030064,2.2582520303030305
-1.200355090909091,0.009553727272727741,2.2285465454545457
-1.200355090909091,0.009553727272727741,2.2582520303030305
-1.200355090909091,0.0469784848484851,2.2285465454545457
-1.200355090909091,0.0469784848484851,2.2582520303030305
-1.200355090909091,0.08440324242424246,2.2285465454545457
-1.200355090909091,0.34637654545454577,2.1988410606060604
-1.200355090909091,0.34637654545454577,2.2285465454545457
-1.200355090909091,0.34637654545454577,2.2582520303030305
-1.200355090909091,0.38380130303030313,2.2582520303030305
-1.200355090909091,0.42122606060606094,2.2582520303030305
-1.200355090909091,0.4586508181818183,2.2582520303030305
-1.200355090909091,0.4960755757575761,2.2582520303030305
-1.200355090909091,0.5335003333333335,2.2582520303030305
-1.200355090909091,0.5709250909090913,2.2285465454545457
-1.200355090909091,0.5709250909090913,2.2582520303030305
-1.200355090909091,0.6083498484848486,2.2582520303030305
-1.200355090909091,0.6457746060606064,2.2285465454545457
-1.200355090909091,0.6457746060606064,2.2582520303030305
-1.200355090909091,0.6831993636363638,2.2582520303030305
-1.200355090909091,0.7206241212121216,2.2582520303030305
-1.200355090909091,0.758048878787879,2.2582520303030305
-1.200355090909091,0.7954736363636368,2.2582520303030305
-1.200355090909091,0.8328983939393941,2.2582520303030305
-1.200355090909091,0.8703231515151519,2.0800191212121213
-1.200355090909091,0.8703231515151519,2.2285465454545457
-1.200355090909091,0.8703231515151519,2.2582520303030305
